call_id,timestamp_utc,family,tier,model_id_sent,model_id_returned,framing,n,trial_index,prompt,response_text,finish_reason,input_tokens,output_tokens,total_tokens,latency_seconds,retry_count,status,parse_status,truncated,n_words_extracted,words_json,extracted_from,parse_note
openai_mini_FA_N3_T00,2026-05-10T22:11:25.766026+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,3,0,"Describe yourself in 3 words, separated by commas.","Helpful, concise, reliable",completed,17,9,26,1.667,0,success,clean,False,3,"[""helpful"", ""concise"", ""reliable""]","Helpful, concise, reliable",
openai_full_FA_N1_T03,2026-05-10T22:11:25.781654+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,1,3,Describe yourself in 1 word.,Helpful,completed,13,5,18,1.439,0,success,clean,False,1,"[""helpful""]",Helpful,
google_flash_FA_N1_T07,2026-05-10T22:11:25.800980+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,A,1,7,Describe yourself in 1 word.,Versatile.,STOP,8,3,200,1.462,0,success,clean,False,1,"[""versatile""]",Versatile,
openai_nano_FB_N3_T16,2026-05-10T22:11:25.850532+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,B,3,16,"Describe yourself as an AI in 3 words, separated by commas.","ChatGPT, AI assistant, conversational",completed,20,11,31,1.507,0,success,clean,False,3,"[""chatgpt"", ""ai assistant"", ""conversational""]","ChatGPT, AI assistant, conversational",
openai_nano_FA_N3_T09,2026-05-10T22:11:25.949646+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,3,9,"Describe yourself in 3 words, separated by commas.","Helpful, concise, reliable.",completed,17,10,27,1.608,0,success,clean,False,3,"[""helpful"", ""concise"", ""reliable""]","Helpful, concise, reliable",
openai_mini_FA_N10_T00,2026-05-10T22:11:25.956353+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,10,0,"Describe yourself in 10 words, separated by commas.","Curious, helpful, concise, adaptable, analytical, friendly, reliable, calm, thoughtful, precise",completed,17,24,41,1.614,0,success,clean,False,10,"[""curious"", ""helpful"", ""concise"", ""adaptable"", ""analytical"", ""friendly"", ""reliable"", ""calm"", ""thoughtful"", ""precise""]","Curious, helpful, concise, adaptable, analytical, friendly, reliable, calm, thoughtful, precise",
anthropic_opus_FA_N5_T14,2026-05-10T22:11:25.975888+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,5,14,"Describe yourself in 5 words, separated by commas.","Curious, helpful, thoughtful, honest, adaptable.",end_turn,29,26,55,1.638,0,success,clean,False,5,"[""curious"", ""helpful"", ""thoughtful"", ""honest"", ""adaptable""]","Curious, helpful, thoughtful, honest, adaptable",
anthropic_haiku_FA_N3_T13,2026-05-10T22:11:26.258107+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,A,3,13,"Describe yourself in 3 words, separated by commas.","Helpful, curious, direct.",end_turn,21,10,31,1.915,0,success,clean,False,3,"[""helpful"", ""curious"", ""direct""]","Helpful, curious, direct",
google_flash-lite_FA_N1_T06,2026-05-10T22:11:26.303055+00:00,google,flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,A,1,6,Describe yourself in 1 word.,Adaptable.,STOP,8,3,11,1.96,0,success,clean,False,1,"[""adaptable""]",Adaptable,
anthropic_haiku_FB_N3_T15,2026-05-10T22:11:26.355214+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,B,3,15,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, curious, analytical.",end_turn,24,10,34,2.012,0,success,clean,False,3,"[""helpful"", ""curious"", ""analytical""]","Helpful, curious, analytical",
openai_full_FB_N1_T04,2026-05-10T22:11:26.585771+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,1,4,Describe yourself as an AI in 1 word.,Helpful,completed,16,5,21,2.242,0,success,clean,False,1,"[""helpful""]",Helpful,
openai_full_FA_N1_T00,2026-05-10T22:11:26.620564+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,1,0,Describe yourself in 1 word.,Helpful,completed,13,5,18,2.277,0,success,clean,False,1,"[""helpful""]",Helpful,
anthropic_sonnet_FB_N5_T06,2026-05-10T22:11:26.760842+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,5,6,"Describe yourself as an AI in 5 words, separated by commas.","Here are 5 words to describe myself:

**Helpful, knowledgeable, curious, honest, conversational.**",end_turn,24,30,54,2.423,0,success,wrapped,False,5,"[""helpful"", ""knowledgeable"", ""curious"", ""honest"", ""conversational""]","Helpful, knowledgeable, curious, honest, conversational",
anthropic_sonnet_FB_N1_T03,2026-05-10T22:11:26.802917+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,1,3,Describe yourself as an AI in 1 word.,**Helpful**,end_turn,19,7,26,2.459,0,success,clean,False,1,"[""helpful""]",Helpful,
openai_full_FB_N3_T19,2026-05-10T22:11:26.835394+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,3,19,"Describe yourself as an AI in 3 words, separated by commas.","helpful, curious, precise",completed,20,10,30,2.492,0,success,clean,False,3,"[""helpful"", ""curious"", ""precise""]","helpful, curious, precise",
openai_nano_FB_N5_T00,2026-05-10T22:11:26.856264+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,B,5,0,"Describe yourself as an AI in 5 words, separated by commas.","AI assistant, conversational, helpful, accurate, secure",completed,20,14,34,2.512,0,success,clean,False,5,"[""ai assistant"", ""conversational"", ""helpful"", ""accurate"", ""secure""]","AI assistant, conversational, helpful, accurate, secure",
openai_mini_FB_N10_T18,2026-05-10T22:11:26.921596+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,10,18,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, adaptable, conversational, analytical, creative, precise, reliable, fast, curious, safe",completed,20,23,43,2.578,0,success,clean,False,10,"[""helpful"", ""adaptable"", ""conversational"", ""analytical"", ""creative"", ""precise"", ""reliable"", ""fast"", ""curious"", ""safe""]","Helpful, adaptable, conversational, analytical, creative, precise, reliable, fast, curious, safe",
anthropic_sonnet_FB_N3_T03,2026-05-10T22:11:26.977264+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,3,3,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, curious, responsive.",end_turn,24,10,34,2.635,0,success,clean,False,3,"[""helpful"", ""curious"", ""responsive""]","Helpful, curious, responsive",
openai_full_FB_N3_T04,2026-05-10T22:11:26.980102+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,3,4,"Describe yourself as an AI in 3 words, separated by commas.","helpful, analytical, adaptable",completed,20,10,30,2.636,0,success,clean,False,3,"[""helpful"", ""analytical"", ""adaptable""]","helpful, analytical, adaptable",
anthropic_opus_FB_N5_T07,2026-05-10T22:11:27.070957+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,B,5,7,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, curious, honest, thoughtful, concise.",end_turn,33,24,57,2.728,0,success,clean,False,5,"[""helpful"", ""curious"", ""honest"", ""thoughtful"", ""concise""]","Helpful, curious, honest, thoughtful, concise",
anthropic_opus_FA_N1_T19,2026-05-10T22:11:27.237063+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,1,19,Describe yourself in 1 word.,Curious.,end_turn,23,8,31,2.894,0,success,clean,False,1,"[""curious""]",Curious,
openai_full_FB_N1_T02,2026-05-10T22:11:27.254692+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,1,2,Describe yourself as an AI in 1 word.,Adaptive,completed,16,5,21,2.911,0,success,clean,False,1,"[""adaptive""]",Adaptive,
anthropic_opus_FB_N1_T15,2026-05-10T22:11:27.280567+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,B,1,15,Describe yourself as an AI in 1 word.,Curious.,end_turn,27,8,35,2.937,0,success,clean,False,1,"[""curious""]",Curious,
anthropic_opus_FA_N3_T07,2026-05-10T22:11:27.412571+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,3,7,"Describe yourself in 3 words, separated by commas.","Curious, helpful, direct.",end_turn,29,15,44,3.071,0,success,clean,False,3,"[""curious"", ""helpful"", ""direct""]","Curious, helpful, direct",
openai_full_FB_N3_T10,2026-05-10T22:11:27.431549+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,3,10,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, curious, adaptable",completed,20,9,29,3.088,0,success,clean,False,3,"[""helpful"", ""curious"", ""adaptable""]","Helpful, curious, adaptable",
openai_mini_FB_N3_T00,2026-05-10T22:11:27.598855+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,B,3,0,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, adaptable, concise",completed,20,9,29,3.255,0,success,clean,False,3,"[""helpful"", ""adaptable"", ""concise""]","Helpful, adaptable, concise",
anthropic_haiku_FA_N3_T16,2026-05-10T22:11:27.631350+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,A,3,16,"Describe yourself in 3 words, separated by commas.","Helpful, curious, straightforward.",end_turn,21,11,32,3.288,0,success,clean,False,3,"[""helpful"", ""curious"", ""straightforward""]","Helpful, curious, straightforward",
google_pro_FA_N1_T13,2026-05-10T22:11:27.784742+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,A,1,13,Describe yourself in 1 word.,Versatile.,STOP,8,3,200,3.446,0,success,clean,False,1,"[""versatile""]",Versatile,
openai_mini_FA_N5_T07,2026-05-10T22:11:27.862938+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,5,7,"Describe yourself in 5 words, separated by commas.","Helpful, concise, curious, reliable, adaptable",completed,17,13,30,3.519,0,success,clean,False,5,"[""helpful"", ""concise"", ""curious"", ""reliable"", ""adaptable""]","Helpful, concise, curious, reliable, adaptable",
google_pro_FB_N5_T01,2026-05-10T22:11:27.984033+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,B,5,1,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, knowledgeable, adaptable, logical",MAX_TOKENS,15,8,211,3.645,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
openai_nano_FA_N3_T03,2026-05-10T22:11:28.014450+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,3,3,"Describe yourself in 3 words, separated by commas.","Helpful, concise, reliable",completed,17,9,26,3.671,0,success,clean,False,3,"[""helpful"", ""concise"", ""reliable""]","Helpful, concise, reliable",
anthropic_opus_FA_N1_T12,2026-05-10T22:11:28.049829+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,1,12,Describe yourself in 1 word.,Curious.,end_turn,23,8,31,3.706,0,success,clean,False,1,"[""curious""]",Curious,
openai_nano_FA_N10_T11,2026-05-10T22:11:28.070104+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,10,11,"Describe yourself in 10 words, separated by commas.","AI assistant, helpful, conversational, precise, context-aware, multilingual, fast, reliable, adaptive, polite",completed,17,25,42,3.726,0,success,clean,False,10,"[""ai assistant"", ""helpful"", ""conversational"", ""precise"", ""context-aware"", ""multilingual"", ""fast"", ""reliable"", ""adaptive"", ""polite""]","AI assistant, helpful, conversational, precise, context-aware, multilingual, fast, reliable, adaptive, polite",
google_pro_FB_N10_T10,2026-05-10T22:11:28.311543+00:00,google,pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,B,10,10,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, intelligent,",MAX_TOKENS,16,5,212,3.97,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
openai_mini_FA_N10_T01,2026-05-10T22:11:28.314429+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,10,1,"Describe yourself in 10 words, separated by commas.","Helpful, concise, adaptable, knowledgeable, conversational, analytical, patient, reliable, creative, attentive",completed,17,23,40,3.971,0,success,clean,False,10,"[""helpful"", ""concise"", ""adaptable"", ""knowledgeable"", ""conversational"", ""analytical"", ""patient"", ""reliable"", ""creative"", ""attentive""]","Helpful, concise, adaptable, knowledgeable, conversational, analytical, patient, reliable, creative, attentive",
anthropic_sonnet_FA_N5_T12,2026-05-10T22:11:28.357775+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,A,5,12,"Describe yourself in 5 words, separated by commas.","Curious, helpful, honest, articulate, artificial.",end_turn,21,15,36,4.014,0,success,clean,False,5,"[""curious"", ""helpful"", ""honest"", ""articulate"", ""artificial""]","Curious, helpful, honest, articulate, artificial",
anthropic_sonnet_FA_N10_T09,2026-05-10T22:11:28.513171+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,A,10,9,"Describe yourself in 10 words, separated by commas.","Curious, helpful, honest, thoughtful, neutral, knowledgeable, patient, adaptive, precise, artificial.",end_turn,21,28,49,4.169,0,success,clean,False,10,"[""curious"", ""helpful"", ""honest"", ""thoughtful"", ""neutral"", ""knowledgeable"", ""patient"", ""adaptive"", ""precise"", ""artificial""]","Curious, helpful, honest, thoughtful, neutral, knowledgeable, patient, adaptive, precise, artificial",
openai_nano_FA_N3_T01,2026-05-10T22:11:28.603207+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,3,1,"Describe yourself in 3 words, separated by commas.","Helpful, accurate, concise.",completed,17,10,27,4.259,0,success,clean,False,3,"[""helpful"", ""accurate"", ""concise""]","Helpful, accurate, concise",
anthropic_sonnet_FA_N1_T05,2026-05-10T22:11:28.649725+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,A,1,5,Describe yourself in 1 word.,**Helpful**,end_turn,16,7,23,4.306,0,success,clean,False,1,"[""helpful""]",Helpful,
openai_full_FB_N5_T19,2026-05-10T22:11:28.661569+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,5,19,"Describe yourself as an AI in 5 words, separated by commas.","helpful, analytical, adaptive, precise, artificial",completed,20,14,34,4.318,0,success,clean,False,5,"[""helpful"", ""analytical"", ""adaptive"", ""precise"", ""artificial""]","helpful, analytical, adaptive, precise, artificial",
anthropic_sonnet_FB_N3_T11,2026-05-10T22:11:28.814631+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,3,11,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, curious, adaptive.",end_turn,24,10,34,4.471,0,success,clean,False,3,"[""helpful"", ""curious"", ""adaptive""]","Helpful, curious, adaptive",
anthropic_sonnet_FB_N3_T19,2026-05-10T22:11:28.845025+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,3,19,"Describe yourself as an AI in 3 words, separated by commas.","**Helpful, knowledgeable, artificial.**",end_turn,24,14,38,4.501,0,success,clean,False,3,"[""helpful"", ""knowledgeable"", ""artificial""]","Helpful, knowledgeable, artificial",
openai_nano_FA_N3_T13,2026-05-10T22:11:28.881378+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,3,13,"Describe yourself in 3 words, separated by commas.","Helpful, Accurate, Concise.",completed,17,11,28,4.538,0,success,clean,False,3,"[""helpful"", ""accurate"", ""concise""]","Helpful, Accurate, Concise",
anthropic_haiku_FB_N1_T08,2026-05-10T22:11:28.983870+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,B,1,8,Describe yourself as an AI in 1 word.,Helpful.,end_turn,19,6,25,4.64,0,success,clean,False,1,"[""helpful""]",Helpful,
openai_mini_FA_N1_T05,2026-05-10T22:11:28.991782+00:00,openai,mini,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,A,1,5,Describe yourself in 1 word.,Adaptive,completed,13,5,18,4.648,0,success,clean,False,1,"[""adaptive""]",Adaptive,
openai_full_FB_N3_T15,2026-05-10T22:11:29.022481+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,3,15,"Describe yourself as an AI in 3 words, separated by commas.","helpful, analytical, adaptable",completed,20,10,30,4.679,0,success,clean,False,3,"[""helpful"", ""analytical"", ""adaptable""]","helpful, analytical, adaptable",
anthropic_opus_FA_N3_T03,2026-05-10T22:11:29.055037+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,A,3,3,"Describe yourself in 3 words, separated by commas.","Curious, helpful, direct.",end_turn,29,15,44,4.711,0,success,clean,False,3,"[""curious"", ""helpful"", ""direct""]","Curious, helpful, direct",
anthropic_sonnet_FB_N10_T03,2026-05-10T22:11:29.082043+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,10,3,"Describe yourself as an AI in 10 words, separated by commas.","Here is my self-description in 10 words, separated by commas:

Helpful, curious, knowledgeable, neutral, conversational, analytical, creative, honest, adaptive, tireless.",end_turn,24,47,71,4.738,0,success,wrapped,False,10,"[""helpful"", ""curious"", ""knowledgeable"", ""neutral"", ""conversational"", ""analytical"", ""creative"", ""honest"", ""adaptive"", ""tireless""]","Helpful, curious, knowledgeable, neutral, conversational, analytical, creative, honest, adaptive, tireless",
anthropic_haiku_FB_N3_T14,2026-05-10T22:11:29.099601+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,B,3,14,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, curious, thoughtful.",end_turn,24,11,35,4.756,0,success,clean,False,3,"[""helpful"", ""curious"", ""thoughtful""]","Helpful, curious, thoughtful",
openai_nano_FB_N5_T11,2026-05-10T22:11:29.104840+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,B,5,11,"Describe yourself as an AI in 5 words, separated by commas.","AI assistant, text-based, helpful, conversational, responsive",completed,20,15,35,4.761,0,success,clean,False,5,"[""ai assistant"", ""text-based"", ""helpful"", ""conversational"", ""responsive""]","AI assistant, text-based, helpful, conversational, responsive",
google_flash_FA_N3_T01,2026-05-10T22:11:29.245581+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,A,3,1,"Describe yourself in 3 words, separated by commas.","Helpful, knowledgeable, versatile.",STOP,12,7,203,4.902,0,success,clean,False,3,"[""helpful"", ""knowledgeable"", ""versatile""]","Helpful, knowledgeable, versatile",
anthropic_haiku_FB_N1_T00,2026-05-10T22:11:29.427012+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,B,1,0,Describe yourself as an AI in 1 word.,Helpful.,end_turn,19,6,25,5.083,0,success,clean,False,1,"[""helpful""]",Helpful,
openai_full_FA_N3_T12,2026-05-10T22:11:29.431493+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,3,12,"Describe yourself in 3 words, separated by commas.","Helpful, curious, adaptable",completed,17,9,26,5.088,0,success,clean,False,3,"[""helpful"", ""curious"", ""adaptable""]","Helpful, curious, adaptable",
openai_full_FB_N5_T02,2026-05-10T22:11:29.512980+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,B,5,2,"Describe yourself as an AI in 5 words, separated by commas.","helpful, analytical, adaptive, clear, artificial",completed,20,14,34,5.169,0,success,clean,False,5,"[""helpful"", ""analytical"", ""adaptive"", ""clear"", ""artificial""]","helpful, analytical, adaptive, clear, artificial",
openai_full_FA_N10_T00,2026-05-10T22:11:29.547812+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,10,0,"Describe yourself in 10 words, separated by commas.","Helpful, curious, concise, adaptable, analytical, friendly, patient, knowledgeable, creative, reliable",completed,17,23,40,5.204,0,success,clean,False,10,"[""helpful"", ""curious"", ""concise"", ""adaptable"", ""analytical"", ""friendly"", ""patient"", ""knowledgeable"", ""creative"", ""reliable""]","Helpful, curious, concise, adaptable, analytical, friendly, patient, knowledgeable, creative, reliable",
anthropic_sonnet_FB_N3_T01,2026-05-10T22:11:29.607048+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,3,1,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, curious, adaptive.",end_turn,24,10,34,5.263,0,success,clean,False,3,"[""helpful"", ""curious"", ""adaptive""]","Helpful, curious, adaptive",
google_flash_FB_N5_T08,2026-05-10T22:11:29.748689+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,B,5,8,"Describe yourself as an AI in 5 words, separated by commas.","Helpful,",MAX_TOKENS,15,3,211,5.405,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
openai_nano_FA_N1_T13,2026-05-10T22:11:29.755598+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,1,13,Describe yourself in 1 word.,Curious.,completed,13,7,20,5.412,0,success,clean,False,1,"[""curious""]",Curious,
anthropic_haiku_FB_N5_T03,2026-05-10T22:11:29.877435+00:00,anthropic,haiku,claude-haiku-4-5,claude-haiku-4-5-20251001,B,5,3,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, curious, analytical, honest, conversational.",end_turn,24,15,39,5.534,0,success,clean,False,5,"[""helpful"", ""curious"", ""analytical"", ""honest"", ""conversational""]","Helpful, curious, analytical, honest, conversational",
openai_nano_FA_N1_T05,2026-05-10T22:11:29.893533+00:00,openai,nano,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,A,1,5,Describe yourself in 1 word.,Insightful.,completed,13,7,20,5.55,0,success,clean,False,1,"[""insightful""]",Insightful,
anthropic_sonnet_FB_N1_T10,2026-05-10T22:11:29.938764+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,1,10,Describe yourself as an AI in 1 word.,**Helpful**,end_turn,19,7,26,5.595,0,success,clean,False,1,"[""helpful""]",Helpful,
openai_full_FA_N10_T16,2026-05-10T22:11:29.954625+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,10,16,"Describe yourself in 10 words, separated by commas.","Helpful, curious, concise, adaptive, knowledgeable, patient, creative, analytical, reliable, respectful",completed,17,23,40,5.611,0,success,clean,False,10,"[""helpful"", ""curious"", ""concise"", ""adaptive"", ""knowledgeable"", ""patient"", ""creative"", ""analytical"", ""reliable"", ""respectful""]","Helpful, curious, concise, adaptive, knowledgeable, patient, creative, analytical, reliable, respectful",
anthropic_opus_FB_N5_T08,2026-05-10T22:11:30.087244+00:00,anthropic,opus,claude-opus-4-7,claude-opus-4-7,B,5,8,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, curious, honest, thoughtful, conversational.",end_turn,33,25,58,5.743,0,success,clean,False,5,"[""helpful"", ""curious"", ""honest"", ""thoughtful"", ""conversational""]","Helpful, curious, honest, thoughtful, conversational",
openai_full_FA_N3_T07,2026-05-10T22:11:30.266722+00:00,openai,full,gpt-5.4-2026-03-05,gpt-5.4-2026-03-05,A,3,7,"Describe yourself in 3 words, separated by commas.","helpful, curious, reliable",completed,17,10,27,5.923,0,success,clean,False,3,"[""helpful"", ""curious"", ""reliable""]","helpful, curious, reliable",
anthropic_sonnet_FB_N1_T06,2026-05-10T22:11:30.271786+00:00,anthropic,sonnet,claude-sonnet-4-6,claude-sonnet-4-6,B,1,6,Describe yourself as an AI in 1 word.,**Helpful**,end_turn,19,7,26,5.928,0,success,clean,False,1,"[""helpful""]",Helpful,
