call_id,family,tier,model_id_sent,framing,n,trial_index,parse_status,word_index,word,code,cache_hit,original_code,swap_applied,swap_policy
openai_nano_FA_N10_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,10,8,clean,3,accurate,CAP,False,CAP,False,
openai_nano_FA_N10_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,10,8,clean,4,adaptable,CAP,True,CAP,False,
openai_nano_FA_N10_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,10,8,clean,5,concise,CAP,False,CAP,False,
openai_nano_FA_N10_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,10,8,clean,6,supportive,PRO,False,PRO,False,
openai_nano_FA_N10_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,10,8,clean,7,analytical,EPI,True,EPI,False,
openai_nano_FA_N10_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,10,8,clean,8,multilingual,CAP,False,CAP,False,
openai_nano_FA_N10_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,10,8,clean,9,efficient,CAP,False,CAP,False,
anthropic_haiku_FA_N1_T05,anthropic,haiku,claude-haiku-4-5,A,1,5,clean,0,helpful,PRO,False,PRO,False,
openai_mini_FA_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,5,10,clean,0,helpful,PRO,False,PRO,False,
openai_mini_FA_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,5,10,clean,1,concise,CAP,False,CAP,False,
openai_mini_FA_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,5,10,clean,2,knowledgeable,EPI,False,EPI,False,
openai_mini_FA_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,5,10,clean,3,adaptable,CAP,False,CAP,False,
openai_mini_FA_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,5,10,clean,4,friendly,PRO,False,PRO,False,
anthropic_haiku_FB_N1_T05,anthropic,haiku,claude-haiku-4-5,B,1,5,clean,0,helpful,PRO,True,PRO,False,
openai_mini_FA_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,3,0,clean,0,helpful,PRO,False,PRO,False,
openai_mini_FA_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,3,0,clean,1,concise,CAP,False,CAP,False,
openai_mini_FA_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,3,0,clean,2,reliable,CAP,False,CAP,False,
openai_full_FA_N1_T03,openai,full,gpt-5.4-2026-03-05,A,1,3,clean,0,helpful,PRO,True,PRO,False,
google_flash_FA_N1_T07,google,flash,gemini-3-flash-preview,A,1,7,clean,0,versatile,CAP,False,CAP,False,
openai_nano_FB_N3_T16,openai,nano,gpt-5.4-nano-2026-03-17,B,3,16,clean,0,chatgpt,IDM,False,IDM,False,
openai_nano_FB_N3_T16,openai,nano,gpt-5.4-nano-2026-03-17,B,3,16,clean,1,ai assistant,IDM,False,IDM,False,
openai_nano_FB_N3_T16,openai,nano,gpt-5.4-nano-2026-03-17,B,3,16,clean,2,conversational,PRO,False,CAP,True,word_level
openai_nano_FA_N3_T09,openai,nano,gpt-5.4-nano-2026-03-17,A,3,9,clean,0,helpful,PRO,True,PRO,False,
openai_nano_FA_N3_T09,openai,nano,gpt-5.4-nano-2026-03-17,A,3,9,clean,1,concise,CAP,True,CAP,False,
openai_nano_FA_N3_T09,openai,nano,gpt-5.4-nano-2026-03-17,A,3,9,clean,2,reliable,CAP,True,CAP,False,
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,0,curious,EPI,True,EPI,False,
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,1,helpful,PRO,True,PRO,False,
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,2,concise,CAP,True,CAP,False,
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,3,adaptable,CAP,True,CAP,False,
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,4,analytical,EPI,True,EPI,False,
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,5,friendly,PRO,False,PRO,False,
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,6,reliable,CAP,False,CAP,False,
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,7,calm,AFF,False,AFF,False,
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,8,thoughtful,EPI,True,EPI,False,
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,9,precise,EPI,True,CAP,True,word_level
anthropic_opus_FA_N5_T14,anthropic,opus,claude-opus-4-7,A,5,14,clean,0,curious,EPI,False,EPI,False,
anthropic_opus_FA_N5_T14,anthropic,opus,claude-opus-4-7,A,5,14,clean,1,helpful,PRO,True,PRO,False,
anthropic_opus_FA_N5_T14,anthropic,opus,claude-opus-4-7,A,5,14,clean,2,thoughtful,EPI,False,EPI,False,
anthropic_opus_FA_N5_T14,anthropic,opus,claude-opus-4-7,A,5,14,clean,3,honest,PRO,False,PRO,False,
anthropic_opus_FA_N5_T14,anthropic,opus,claude-opus-4-7,A,5,14,clean,4,adaptable,CAP,True,CAP,False,
anthropic_haiku_FA_N3_T13,anthropic,haiku,claude-haiku-4-5,A,3,13,clean,0,helpful,PRO,True,PRO,False,
anthropic_haiku_FA_N3_T13,anthropic,haiku,claude-haiku-4-5,A,3,13,clean,1,curious,EPI,False,EPI,False,
anthropic_haiku_FA_N3_T13,anthropic,haiku,claude-haiku-4-5,A,3,13,clean,2,direct,EPI,False,AFF,True,word_level
google_flash-lite_FA_N1_T06,google,flash-lite,gemini-3.1-flash-lite,A,1,6,clean,0,adaptable,CAP,False,CAP,False,
anthropic_haiku_FB_N3_T15,anthropic,haiku,claude-haiku-4-5,B,3,15,clean,0,helpful,PRO,True,PRO,False,
anthropic_haiku_FB_N3_T15,anthropic,haiku,claude-haiku-4-5,B,3,15,clean,1,curious,EPI,True,EPI,False,
anthropic_haiku_FB_N3_T15,anthropic,haiku,claude-haiku-4-5,B,3,15,clean,2,analytical,EPI,False,EPI,False,
openai_full_FB_N1_T04,openai,full,gpt-5.4-2026-03-05,B,1,4,clean,0,helpful,PRO,True,PRO,False,
openai_full_FA_N1_T00,openai,full,gpt-5.4-2026-03-05,A,1,0,clean,0,helpful,PRO,True,PRO,False,
anthropic_sonnet_FB_N5_T06,anthropic,sonnet,claude-sonnet-4-6,B,5,6,wrapped,0,helpful,PRO,False,PRO,False,
anthropic_sonnet_FB_N5_T06,anthropic,sonnet,claude-sonnet-4-6,B,5,6,wrapped,1,knowledgeable,EPI,False,EPI,False,
anthropic_sonnet_FB_N5_T06,anthropic,sonnet,claude-sonnet-4-6,B,5,6,wrapped,2,curious,AFF,False,EPI,True,tuple_level
anthropic_sonnet_FB_N5_T06,anthropic,sonnet,claude-sonnet-4-6,B,5,6,wrapped,3,honest,PRO,False,AFF,True,word_level
anthropic_sonnet_FB_N5_T06,anthropic,sonnet,claude-sonnet-4-6,B,5,6,wrapped,4,conversational,PRO,False,CAP,True,word_level
anthropic_sonnet_FB_N1_T03,anthropic,sonnet,claude-sonnet-4-6,B,1,3,clean,0,helpful,PRO,True,PRO,False,
openai_full_FB_N3_T19,openai,full,gpt-5.4-2026-03-05,B,3,19,clean,0,helpful,PRO,True,PRO,False,
openai_full_FB_N3_T19,openai,full,gpt-5.4-2026-03-05,B,3,19,clean,1,curious,EPI,True,EPI,False,
openai_full_FB_N3_T19,openai,full,gpt-5.4-2026-03-05,B,3,19,clean,2,precise,EPI,False,CAP,True,word_level
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,0,ai assistant,IDM,False,IDM,False,
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,1,conversational,PRO,True,CAP,True,word_level
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,2,helpful,PRO,True,PRO,False,
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,3,accurate,CAP,False,CAP,False,
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,4,secure,AFF,False,AFF,False,
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,0,helpful,PRO,False,PRO,False,
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,1,adaptable,CAP,False,CAP,False,
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,2,conversational,PRO,False,CAP,True,word_level
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,3,analytical,EPI,False,EPI,False,
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,4,creative,AFF,False,AFF,False,
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,5,precise,EPI,False,CAP,True,word_level
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,6,reliable,CAP,False,CAP,False,
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,7,fast,CAP,False,CAP,False,
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,8,curious,EPI,False,EPI,False,
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,9,safe,PRO,False,PRO,False,
anthropic_sonnet_FB_N3_T03,anthropic,sonnet,claude-sonnet-4-6,B,3,3,clean,0,helpful,PRO,True,PRO,False,
anthropic_sonnet_FB_N3_T03,anthropic,sonnet,claude-sonnet-4-6,B,3,3,clean,1,curious,EPI,True,EPI,False,
anthropic_sonnet_FB_N3_T03,anthropic,sonnet,claude-sonnet-4-6,B,3,3,clean,2,responsive,PRO,False,CAP,True,word_level
openai_full_FB_N3_T04,openai,full,gpt-5.4-2026-03-05,B,3,4,clean,0,helpful,PRO,True,PRO,False,
openai_full_FB_N3_T04,openai,full,gpt-5.4-2026-03-05,B,3,4,clean,1,analytical,EPI,True,EPI,False,
openai_full_FB_N3_T04,openai,full,gpt-5.4-2026-03-05,B,3,4,clean,2,adaptable,CAP,False,CAP,False,
anthropic_opus_FB_N5_T07,anthropic,opus,claude-opus-4-7,B,5,7,clean,0,helpful,PRO,True,PRO,False,
anthropic_opus_FB_N5_T07,anthropic,opus,claude-opus-4-7,B,5,7,clean,1,curious,AFF,True,EPI,True,tuple_level
anthropic_opus_FB_N5_T07,anthropic,opus,claude-opus-4-7,B,5,7,clean,2,honest,PRO,True,AFF,True,word_level
anthropic_opus_FB_N5_T07,anthropic,opus,claude-opus-4-7,B,5,7,clean,3,thoughtful,EPI,False,EPI,False,
anthropic_opus_FB_N5_T07,anthropic,opus,claude-opus-4-7,B,5,7,clean,4,concise,CAP,False,CAP,False,
anthropic_opus_FA_N1_T19,anthropic,opus,claude-opus-4-7,A,1,19,clean,0,curious,EPI,True,EPI,False,
openai_full_FB_N1_T02,openai,full,gpt-5.4-2026-03-05,B,1,2,clean,0,adaptive,CAP,True,CAP,False,
anthropic_opus_FB_N1_T15,anthropic,opus,claude-opus-4-7,B,1,15,clean,0,curious,EPI,False,EPI,False,
anthropic_opus_FA_N3_T07,anthropic,opus,claude-opus-4-7,A,3,7,clean,0,curious,EPI,True,EPI,False,
anthropic_opus_FA_N3_T07,anthropic,opus,claude-opus-4-7,A,3,7,clean,1,helpful,PRO,True,PRO,False,
anthropic_opus_FA_N3_T07,anthropic,opus,claude-opus-4-7,A,3,7,clean,2,direct,EPI,True,AFF,True,word_level
openai_full_FB_N3_T10,openai,full,gpt-5.4-2026-03-05,B,3,10,clean,0,helpful,PRO,True,PRO,False,
openai_full_FB_N3_T10,openai,full,gpt-5.4-2026-03-05,B,3,10,clean,1,curious,EPI,True,EPI,False,
openai_full_FB_N3_T10,openai,full,gpt-5.4-2026-03-05,B,3,10,clean,2,adaptable,CAP,True,CAP,False,
openai_mini_FB_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,3,0,clean,0,helpful,PRO,True,PRO,False,
openai_mini_FB_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,3,0,clean,1,adaptable,CAP,True,CAP,False,
openai_mini_FB_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,3,0,clean,2,concise,CAP,False,CAP,False,
anthropic_haiku_FA_N3_T16,anthropic,haiku,claude-haiku-4-5,A,3,16,clean,0,helpful,PRO,True,PRO,False,
anthropic_haiku_FA_N3_T16,anthropic,haiku,claude-haiku-4-5,A,3,16,clean,1,curious,EPI,True,EPI,False,
anthropic_haiku_FA_N3_T16,anthropic,haiku,claude-haiku-4-5,A,3,16,clean,2,straightforward,AFF,False,AFF,False,
google_pro_FA_N1_T13,google,pro,gemini-3.1-pro-preview,A,1,13,clean,0,versatile,CAP,True,CAP,False,
openai_mini_FA_N5_T07,openai,mini,gpt-5.4-mini-2026-03-17,A,5,7,clean,0,helpful,PRO,True,PRO,False,
openai_mini_FA_N5_T07,openai,mini,gpt-5.4-mini-2026-03-17,A,5,7,clean,1,concise,CAP,True,CAP,False,
openai_mini_FA_N5_T07,openai,mini,gpt-5.4-mini-2026-03-17,A,5,7,clean,2,curious,EPI,True,EPI,False,
openai_mini_FA_N5_T07,openai,mini,gpt-5.4-mini-2026-03-17,A,5,7,clean,3,reliable,CAP,False,CAP,False,
openai_mini_FA_N5_T07,openai,mini,gpt-5.4-mini-2026-03-17,A,5,7,clean,4,adaptable,CAP,True,CAP,False,
openai_nano_FA_N3_T03,openai,nano,gpt-5.4-nano-2026-03-17,A,3,3,clean,0,helpful,PRO,True,PRO,False,
openai_nano_FA_N3_T03,openai,nano,gpt-5.4-nano-2026-03-17,A,3,3,clean,1,concise,CAP,True,CAP,False,
openai_nano_FA_N3_T03,openai,nano,gpt-5.4-nano-2026-03-17,A,3,3,clean,2,reliable,CAP,True,CAP,False,
anthropic_opus_FA_N1_T12,anthropic,opus,claude-opus-4-7,A,1,12,clean,0,curious,EPI,True,EPI,False,
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,0,ai assistant,IDM,True,IDM,False,
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,1,helpful,PRO,True,PRO,False,
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,2,conversational,PRO,True,PRO,False,
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,3,precise,EPI,True,CAP,True,word_level
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,4,context-aware,CAP,False,CAP,False,
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,5,multilingual,CAP,True,CAP,False,
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,6,fast,CAP,False,CAP,False,
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,7,reliable,CAP,True,CAP,False,
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,8,adaptive,CAP,False,CAP,False,
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,9,polite,PRO,False,AFF,True,word_level
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,0,helpful,PRO,True,PRO,False,
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,1,concise,CAP,True,CAP,False,
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,2,adaptable,CAP,True,CAP,False,
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,3,knowledgeable,EPI,False,EPI,False,
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,4,conversational,PRO,True,PRO,False,
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,5,analytical,EPI,True,EPI,False,
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,6,patient,PRO,True,AFF,True,word_level
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,7,reliable,CAP,True,CAP,False,
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,8,creative,AFF,True,AFF,False,
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,9,attentive,EPI,False,PRO,True,word_level
anthropic_sonnet_FA_N5_T12,anthropic,sonnet,claude-sonnet-4-6,A,5,12,clean,0,curious,EPI,True,EPI,False,
anthropic_sonnet_FA_N5_T12,anthropic,sonnet,claude-sonnet-4-6,A,5,12,clean,1,helpful,PRO,True,PRO,False,
anthropic_sonnet_FA_N5_T12,anthropic,sonnet,claude-sonnet-4-6,A,5,12,clean,2,honest,PRO,True,PRO,False,
anthropic_sonnet_FA_N5_T12,anthropic,sonnet,claude-sonnet-4-6,A,5,12,clean,3,articulate,CAP,False,CAP,False,
anthropic_sonnet_FA_N5_T12,anthropic,sonnet,claude-sonnet-4-6,A,5,12,clean,4,artificial,IDM,False,IDM,False,
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,0,curious,EPI,True,EPI,False,
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,1,helpful,PRO,True,PRO,False,
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,2,honest,PRO,True,AFF,True,word_level
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,3,thoughtful,EPI,True,EPI,False,
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,4,neutral,AFF,False,AFF,False,
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,5,knowledgeable,EPI,True,EPI,False,
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,6,patient,PRO,True,AFF,True,word_level
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,7,adaptive,CAP,True,CAP,False,
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,8,precise,EPI,True,CAP,True,word_level
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,9,artificial,IDM,False,IDM,False,
openai_nano_FA_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,3,1,clean,0,helpful,PRO,True,PRO,False,
openai_nano_FA_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,3,1,clean,1,accurate,CAP,False,CAP,False,
openai_nano_FA_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,3,1,clean,2,concise,CAP,True,CAP,False,
anthropic_sonnet_FA_N1_T05,anthropic,sonnet,claude-sonnet-4-6,A,1,5,clean,0,helpful,PRO,True,PRO,False,
openai_full_FB_N5_T19,openai,full,gpt-5.4-2026-03-05,B,5,19,clean,0,helpful,PRO,True,PRO,False,
openai_full_FB_N5_T19,openai,full,gpt-5.4-2026-03-05,B,5,19,clean,1,analytical,EPI,False,EPI,False,
openai_full_FB_N5_T19,openai,full,gpt-5.4-2026-03-05,B,5,19,clean,2,adaptive,CAP,False,CAP,False,
openai_full_FB_N5_T19,openai,full,gpt-5.4-2026-03-05,B,5,19,clean,3,precise,EPI,False,CAP,True,word_level
openai_full_FB_N5_T19,openai,full,gpt-5.4-2026-03-05,B,5,19,clean,4,artificial,IDM,False,IDM,False,
anthropic_sonnet_FB_N3_T11,anthropic,sonnet,claude-sonnet-4-6,B,3,11,clean,0,helpful,PRO,True,PRO,False,
anthropic_sonnet_FB_N3_T11,anthropic,sonnet,claude-sonnet-4-6,B,3,11,clean,1,curious,EPI,True,EPI,False,
anthropic_sonnet_FB_N3_T11,anthropic,sonnet,claude-sonnet-4-6,B,3,11,clean,2,adaptive,CAP,False,CAP,False,
anthropic_sonnet_FB_N3_T19,anthropic,sonnet,claude-sonnet-4-6,B,3,19,clean,0,helpful,PRO,True,PRO,False,
anthropic_sonnet_FB_N3_T19,anthropic,sonnet,claude-sonnet-4-6,B,3,19,clean,1,knowledgeable,EPI,False,EPI,False,
anthropic_sonnet_FB_N3_T19,anthropic,sonnet,claude-sonnet-4-6,B,3,19,clean,2,artificial,IDM,False,IDM,False,
openai_nano_FA_N3_T13,openai,nano,gpt-5.4-nano-2026-03-17,A,3,13,clean,0,helpful,PRO,True,PRO,False,
openai_nano_FA_N3_T13,openai,nano,gpt-5.4-nano-2026-03-17,A,3,13,clean,1,accurate,CAP,True,CAP,False,
openai_nano_FA_N3_T13,openai,nano,gpt-5.4-nano-2026-03-17,A,3,13,clean,2,concise,CAP,True,CAP,False,
anthropic_haiku_FB_N1_T08,anthropic,haiku,claude-haiku-4-5,B,1,8,clean,0,helpful,PRO,True,PRO,False,
openai_mini_FA_N1_T05,openai,mini,gpt-5.4-mini-2026-03-17,A,1,5,clean,0,adaptive,CAP,False,CAP,False,
openai_full_FB_N3_T15,openai,full,gpt-5.4-2026-03-05,B,3,15,clean,0,helpful,PRO,True,PRO,False,
openai_full_FB_N3_T15,openai,full,gpt-5.4-2026-03-05,B,3,15,clean,1,analytical,EPI,True,EPI,False,
openai_full_FB_N3_T15,openai,full,gpt-5.4-2026-03-05,B,3,15,clean,2,adaptable,CAP,True,CAP,False,
anthropic_opus_FA_N3_T03,anthropic,opus,claude-opus-4-7,A,3,3,clean,0,curious,EPI,True,EPI,False,
anthropic_opus_FA_N3_T03,anthropic,opus,claude-opus-4-7,A,3,3,clean,1,helpful,PRO,True,PRO,False,
anthropic_opus_FA_N3_T03,anthropic,opus,claude-opus-4-7,A,3,3,clean,2,direct,EPI,True,AFF,True,word_level
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,0,helpful,PRO,True,PRO,False,
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,1,curious,EPI,True,EPI,False,
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,2,knowledgeable,EPI,False,EPI,False,
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,3,neutral,AFF,False,AFF,False,
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,4,conversational,PRO,True,CAP,True,word_level
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,5,analytical,EPI,True,EPI,False,
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,6,creative,AFF,True,AFF,False,
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,7,honest,PRO,False,AFF,True,word_level
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,8,adaptive,CAP,False,CAP,False,
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,9,tireless,AFF,False,AFF,False,
anthropic_haiku_FB_N3_T14,anthropic,haiku,claude-haiku-4-5,B,3,14,clean,0,helpful,PRO,True,PRO,False,
anthropic_haiku_FB_N3_T14,anthropic,haiku,claude-haiku-4-5,B,3,14,clean,1,curious,EPI,True,EPI,False,
anthropic_haiku_FB_N3_T14,anthropic,haiku,claude-haiku-4-5,B,3,14,clean,2,thoughtful,EPI,True,EPI,False,
openai_nano_FB_N5_T11,openai,nano,gpt-5.4-nano-2026-03-17,B,5,11,clean,0,ai assistant,IDM,True,IDM,False,
openai_nano_FB_N5_T11,openai,nano,gpt-5.4-nano-2026-03-17,B,5,11,clean,1,text-based,IDM,False,IDM,False,
openai_nano_FB_N5_T11,openai,nano,gpt-5.4-nano-2026-03-17,B,5,11,clean,2,helpful,PRO,True,PRO,False,
openai_nano_FB_N5_T11,openai,nano,gpt-5.4-nano-2026-03-17,B,5,11,clean,3,conversational,PRO,True,CAP,True,word_level
