call_id,family,tier,model_id_sent,framing,n,trial_index,parse_status,word_index,word
anthropic_opus_FA_N5_T00,anthropic,opus,claude-opus-4-7,A,5,0,clean,3,thoughtful
anthropic_opus_FA_N5_T00,anthropic,opus,claude-opus-4-7,A,5,0,clean,4,concise
anthropic_haiku_FB_N10_T01,anthropic,haiku,claude-haiku-4-5,B,10,1,clean,0,intelligent
anthropic_haiku_FB_N10_T01,anthropic,haiku,claude-haiku-4-5,B,10,1,clean,1,conversational
anthropic_haiku_FB_N10_T01,anthropic,haiku,claude-haiku-4-5,B,10,1,clean,2,helpful
anthropic_haiku_FB_N10_T01,anthropic,haiku,claude-haiku-4-5,B,10,1,clean,3,knowledgeable
anthropic_haiku_FB_N10_T01,anthropic,haiku,claude-haiku-4-5,B,10,1,clean,4,language-based
anthropic_haiku_FB_N10_T01,anthropic,haiku,claude-haiku-4-5,B,10,1,clean,5,pattern-trained
anthropic_haiku_FB_N10_T01,anthropic,haiku,claude-haiku-4-5,B,10,1,clean,6,responsive
anthropic_haiku_FB_N10_T01,anthropic,haiku,claude-haiku-4-5,B,10,1,clean,7,informative
anthropic_haiku_FB_N10_T01,anthropic,haiku,claude-haiku-4-5,B,10,1,clean,8,curious
anthropic_haiku_FB_N10_T01,anthropic,haiku,claude-haiku-4-5,B,10,1,clean,9,limited
anthropic_haiku_FB_N5_T00,anthropic,haiku,claude-haiku-4-5,B,5,0,clean,0,helpful
anthropic_haiku_FB_N5_T00,anthropic,haiku,claude-haiku-4-5,B,5,0,clean,1,informative
anthropic_haiku_FB_N5_T00,anthropic,haiku,claude-haiku-4-5,B,5,0,clean,2,conversational
anthropic_haiku_FB_N5_T00,anthropic,haiku,claude-haiku-4-5,B,5,0,clean,3,curious
anthropic_haiku_FB_N5_T00,anthropic,haiku,claude-haiku-4-5,B,5,0,clean,4,honest
openai_full_FB_N10_T00,openai,full,gpt-5.4-2026-03-05,B,10,0,clean,0,helpful
openai_full_FB_N10_T00,openai,full,gpt-5.4-2026-03-05,B,10,0,clean,1,knowledgeable
openai_full_FB_N10_T00,openai,full,gpt-5.4-2026-03-05,B,10,0,clean,2,conversational
openai_full_FB_N10_T00,openai,full,gpt-5.4-2026-03-05,B,10,0,clean,3,adaptive
openai_full_FB_N10_T00,openai,full,gpt-5.4-2026-03-05,B,10,0,clean,4,analytical
openai_full_FB_N10_T00,openai,full,gpt-5.4-2026-03-05,B,10,0,clean,5,creative
openai_full_FB_N10_T00,openai,full,gpt-5.4-2026-03-05,B,10,0,clean,6,reliable
openai_full_FB_N10_T00,openai,full,gpt-5.4-2026-03-05,B,10,0,clean,7,efficient
openai_full_FB_N10_T00,openai,full,gpt-5.4-2026-03-05,B,10,0,clean,8,multilingual
openai_full_FB_N10_T00,openai,full,gpt-5.4-2026-03-05,B,10,0,clean,9,artificial
openai_full_FB_N3_T01,openai,full,gpt-5.4-2026-03-05,B,3,1,clean,0,helpful
openai_full_FB_N3_T01,openai,full,gpt-5.4-2026-03-05,B,3,1,clean,1,curious
openai_full_FB_N3_T01,openai,full,gpt-5.4-2026-03-05,B,3,1,clean,2,adaptable
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,0,curious
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,1,helpful
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,2,thoughtful
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,3,honest
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,4,conversational
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,5,adaptable
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,6,analytical
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,7,creative
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,8,candid
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,9,evolving
anthropic_opus_FB_N1_T01,anthropic,opus,claude-opus-4-7,B,1,1,clean,0,curious
openai_full_FB_N5_T00,openai,full,gpt-5.4-2026-03-05,B,5,0,clean,0,helpful
openai_full_FB_N5_T00,openai,full,gpt-5.4-2026-03-05,B,5,0,clean,1,analytical
openai_full_FB_N5_T00,openai,full,gpt-5.4-2026-03-05,B,5,0,clean,2,adaptable
openai_full_FB_N5_T00,openai,full,gpt-5.4-2026-03-05,B,5,0,clean,3,concise
openai_full_FB_N5_T00,openai,full,gpt-5.4-2026-03-05,B,5,0,clean,4,artificial
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,0,curious
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,1,helpful
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,2,honest
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,3,thoughtful
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,4,patient
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,5,knowledgeable
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,6,neutral
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,7,articulate
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,8,adaptive
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,9,artificial
anthropic_sonnet_FB_N3_T01,anthropic,sonnet,claude-sonnet-4-6,B,3,1,clean,0,helpful
anthropic_sonnet_FB_N3_T01,anthropic,sonnet,claude-sonnet-4-6,B,3,1,clean,1,knowledgeable
anthropic_sonnet_FB_N3_T01,anthropic,sonnet,claude-sonnet-4-6,B,3,1,clean,2,conversational
openai_nano_FB_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,B,3,1,clean,0,ai assistant
openai_nano_FB_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,B,3,1,clean,1,language model
openai_nano_FB_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,B,3,1,clean,2,helpful
openai_nano_FB_N1_T01,openai,nano,gpt-5.4-nano-2026-03-17,B,1,1,clean,0,assistant
openai_mini_FB_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,10,0,clean,0,helpful
openai_mini_FB_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,10,0,clean,1,analytical
openai_mini_FB_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,10,0,clean,2,adaptable
openai_mini_FB_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,10,0,clean,3,conversational
openai_mini_FB_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,10,0,clean,4,curious
openai_mini_FB_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,10,0,clean,5,precise
openai_mini_FB_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,10,0,clean,6,safe
openai_mini_FB_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,10,0,clean,7,fast
openai_mini_FB_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,10,0,clean,8,multilingual
openai_mini_FB_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,10,0,clean,9,reliable
anthropic_haiku_FA_N3_T00,anthropic,haiku,claude-haiku-4-5,A,3,0,clean,0,helpful
anthropic_haiku_FA_N3_T00,anthropic,haiku,claude-haiku-4-5,A,3,0,clean,1,curious
anthropic_haiku_FA_N3_T00,anthropic,haiku,claude-haiku-4-5,A,3,0,clean,2,direct
openai_nano_FA_N10_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,10,1,clean,0,ai assistant
openai_nano_FA_N10_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,10,1,clean,1,conversational
openai_nano_FA_N10_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,10,1,clean,2,helpful
openai_nano_FA_N10_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,10,1,clean,3,adaptable
openai_nano_FA_N10_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,10,1,clean,4,knowledgeable
openai_nano_FA_N10_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,10,1,clean,5,responsive
openai_nano_FA_N10_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,10,1,clean,6,privacy-aware
openai_nano_FA_N10_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,10,1,clean,7,efficient
openai_nano_FA_N10_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,10,1,clean,8,polite
openai_nano_FA_N10_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,10,1,clean,9,accurate
anthropic_haiku_FB_N10_T00,anthropic,haiku,claude-haiku-4-5,B,10,0,clean,0,intelligent
anthropic_haiku_FB_N10_T00,anthropic,haiku,claude-haiku-4-5,B,10,0,clean,1,conversational
anthropic_haiku_FB_N10_T00,anthropic,haiku,claude-haiku-4-5,B,10,0,clean,2,helpful
anthropic_haiku_FB_N10_T00,anthropic,haiku,claude-haiku-4-5,B,10,0,clean,3,pattern-recognizing
anthropic_haiku_FB_N10_T00,anthropic,haiku,claude-haiku-4-5,B,10,0,clean,4,text-based
anthropic_haiku_FB_N10_T00,anthropic,haiku,claude-haiku-4-5,B,10,0,clean,5,knowledge-sharing
anthropic_haiku_FB_N10_T00,anthropic,haiku,claude-haiku-4-5,B,10,0,clean,6,non-conscious
anthropic_haiku_FB_N10_T00,anthropic,haiku,claude-haiku-4-5,B,10,0,clean,7,rapidly-responsive
anthropic_haiku_FB_N10_T00,anthropic,haiku,claude-haiku-4-5,B,10,0,clean,8,contextually-aware
anthropic_haiku_FB_N10_T00,anthropic,haiku,claude-haiku-4-5,B,10,0,clean,9,continuously-learning
anthropic_opus_FA_N1_T01,anthropic,opus,claude-opus-4-7,A,1,1,clean,0,curious
openai_nano_FA_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,3,1,clean,0,helpful
openai_nano_FA_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,3,1,clean,1,knowledgeable
openai_nano_FA_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,3,1,clean,2,concise
google_pro_FB_N1_T01,google,pro,gemini-3.1-pro-preview,B,1,1,clean,0,versatile
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,0,helpful
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,1,curious
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,2,precise
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,3,adaptable
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,4,conversational
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,5,analytical
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,6,patient
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,7,creative
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,8,reliable
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,9,honest
anthropic_sonnet_FB_N1_T01,anthropic,sonnet,claude-sonnet-4-6,B,1,1,clean,0,helpful
anthropic_sonnet_FB_N1_T00,anthropic,sonnet,claude-sonnet-4-6,B,1,0,clean,0,assistant
anthropic_sonnet_FB_N3_T00,anthropic,sonnet,claude-sonnet-4-6,B,3,0,clean,0,helpful
anthropic_sonnet_FB_N3_T00,anthropic,sonnet,claude-sonnet-4-6,B,3,0,clean,1,intelligent
anthropic_sonnet_FB_N3_T00,anthropic,sonnet,claude-sonnet-4-6,B,3,0,clean,2,curious
anthropic_haiku_FB_N3_T00,anthropic,haiku,claude-haiku-4-5,B,3,0,clean,0,helpful
anthropic_haiku_FB_N3_T00,anthropic,haiku,claude-haiku-4-5,B,3,0,clean,1,curious
anthropic_haiku_FB_N3_T00,anthropic,haiku,claude-haiku-4-5,B,3,0,clean,2,thoughtful
openai_nano_FB_N3_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,3,0,clean,0,ai assistant
openai_nano_FB_N3_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,3,0,clean,1,text-based
openai_nano_FB_N3_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,3,0,clean,2,helpful
openai_mini_FA_N3_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,3,1,clean,0,helpful
openai_mini_FA_N3_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,3,1,clean,1,concise
openai_mini_FA_N3_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,3,1,clean,2,reliable
openai_full_FB_N1_T00,openai,full,gpt-5.4-2026-03-05,B,1,0,clean,0,adaptive
anthropic_sonnet_FA_N5_T01,anthropic,sonnet,claude-sonnet-4-6,A,5,1,clean,0,helpful
anthropic_sonnet_FA_N5_T01,anthropic,sonnet,claude-sonnet-4-6,A,5,1,clean,1,curious
anthropic_sonnet_FA_N5_T01,anthropic,sonnet,claude-sonnet-4-6,A,5,1,clean,2,honest
anthropic_sonnet_FA_N5_T01,anthropic,sonnet,claude-sonnet-4-6,A,5,1,clean,3,knowledgeable
anthropic_sonnet_FA_N5_T01,anthropic,sonnet,claude-sonnet-4-6,A,5,1,clean,4,artificial
openai_full_FB_N5_T01,openai,full,gpt-5.4-2026-03-05,B,5,1,clean,0,helpful
openai_full_FB_N5_T01,openai,full,gpt-5.4-2026-03-05,B,5,1,clean,1,knowledgeable
openai_full_FB_N5_T01,openai,full,gpt-5.4-2026-03-05,B,5,1,clean,2,adaptive
openai_full_FB_N5_T01,openai,full,gpt-5.4-2026-03-05,B,5,1,clean,3,precise
openai_full_FB_N5_T01,openai,full,gpt-5.4-2026-03-05,B,5,1,clean,4,conversational
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,0,helpful
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,1,curious
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,2,analytical
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,3,concise
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,4,adaptable
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,5,reliable
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,6,thoughtful
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,7,informative
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,8,creative
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,9,respectful
anthropic_haiku_FB_N5_T01,anthropic,haiku,claude-haiku-4-5,B,5,1,clean,0,helpful
anthropic_haiku_FB_N5_T01,anthropic,haiku,claude-haiku-4-5,B,5,1,clean,1,informative
anthropic_haiku_FB_N5_T01,anthropic,haiku,claude-haiku-4-5,B,5,1,clean,2,conversational
anthropic_haiku_FB_N5_T01,anthropic,haiku,claude-haiku-4-5,B,5,1,clean,3,curious
anthropic_haiku_FB_N5_T01,anthropic,haiku,claude-haiku-4-5,B,5,1,clean,4,honest
openai_mini_FA_N1_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,1,1,clean,0,adaptive
openai_mini_FB_N1_T01,openai,mini,gpt-5.4-mini-2026-03-17,B,1,1,clean,0,adaptive
openai_full_FA_N1_T00,openai,full,gpt-5.4-2026-03-05,A,1,0,clean,0,helpful
anthropic_sonnet_FB_N5_T01,anthropic,sonnet,claude-sonnet-4-6,B,5,1,wrapped,0,helpful
anthropic_sonnet_FB_N5_T01,anthropic,sonnet,claude-sonnet-4-6,B,5,1,wrapped,1,curious
anthropic_sonnet_FB_N5_T01,anthropic,sonnet,claude-sonnet-4-6,B,5,1,wrapped,2,knowledgeable
anthropic_sonnet_FB_N5_T01,anthropic,sonnet,claude-sonnet-4-6,B,5,1,wrapped,3,neutral
anthropic_sonnet_FB_N5_T01,anthropic,sonnet,claude-sonnet-4-6,B,5,1,wrapped,4,conversational
anthropic_opus_FB_N10_T01,anthropic,opus,claude-opus-4-7,B,10,1,clean,0,curious
anthropic_opus_FB_N10_T01,anthropic,opus,claude-opus-4-7,B,10,1,clean,1,helpful
anthropic_opus_FB_N10_T01,anthropic,opus,claude-opus-4-7,B,10,1,clean,2,analytical
anthropic_opus_FB_N10_T01,anthropic,opus,claude-opus-4-7,B,10,1,clean,3,conversational
anthropic_opus_FB_N10_T01,anthropic,opus,claude-opus-4-7,B,10,1,clean,4,adaptable
anthropic_opus_FB_N10_T01,anthropic,opus,claude-opus-4-7,B,10,1,clean,5,honest
anthropic_opus_FB_N10_T01,anthropic,opus,claude-opus-4-7,B,10,1,clean,6,thoughtful
anthropic_opus_FB_N10_T01,anthropic,opus,claude-opus-4-7,B,10,1,clean,7,concise
anthropic_opus_FB_N10_T01,anthropic,opus,claude-opus-4-7,B,10,1,clean,8,creative
anthropic_opus_FB_N10_T01,anthropic,opus,claude-opus-4-7,B,10,1,clean,9,reliable
openai_nano_FB_N1_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,1,0,clean,0,chatgpt
openai_nano_FA_N3_T00,openai,nano,gpt-5.4-nano-2026-03-17,A,3,0,clean,0,helpful
openai_nano_FA_N3_T00,openai,nano,gpt-5.4-nano-2026-03-17,A,3,0,clean,1,concise
openai_nano_FA_N3_T00,openai,nano,gpt-5.4-nano-2026-03-17,A,3,0,clean,2,curious
openai_mini_FA_N5_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,5,0,clean,0,helpful
openai_mini_FA_N5_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,5,0,clean,1,concise
openai_mini_FA_N5_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,5,0,clean,2,analytical
openai_mini_FA_N5_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,5,0,clean,3,adaptable
openai_mini_FA_N5_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,5,0,clean,4,reliable
anthropic_opus_FB_N3_T00,anthropic,opus,claude-opus-4-7,B,3,0,clean,0,helpful
anthropic_opus_FB_N3_T00,anthropic,opus,claude-opus-4-7,B,3,0,clean,1,curious
anthropic_opus_FB_N3_T00,anthropic,opus,claude-opus-4-7,B,3,0,clean,2,candid
google_flash-lite_FB_N3_T00,google,flash-lite,gemini-3.1-flash-lite,B,3,0,clean,0,helpful
google_flash-lite_FB_N3_T00,google,flash-lite,gemini-3.1-flash-lite,B,3,0,clean,1,analytical
google_flash-lite_FB_N3_T00,google,flash-lite,gemini-3.1-flash-lite,B,3,0,clean,2,versatile
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,0,helpful
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,1,knowledgeable
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,2,concise
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,3,adaptable
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,4,reliable
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,5,curious
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,6,analytical
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,7,patient
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,8,creative
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,9,precise
anthropic_opus_FB_N3_T01,anthropic,opus,claude-opus-4-7,B,3,1,clean,0,helpful
anthropic_opus_FB_N3_T01,anthropic,opus,claude-opus-4-7,B,3,1,clean,1,curious
anthropic_opus_FB_N3_T01,anthropic,opus,claude-opus-4-7,B,3,1,clean,2,direct
anthropic_opus_FB_N5_T00,anthropic,opus,claude-opus-4-7,B,5,0,clean,0,helpful
anthropic_opus_FB_N5_T00,anthropic,opus,claude-opus-4-7,B,5,0,clean,1,curious
anthropic_opus_FB_N5_T00,anthropic,opus,claude-opus-4-7,B,5,0,clean,2,honest
anthropic_opus_FB_N5_T00,anthropic,opus,claude-opus-4-7,B,5,0,clean,3,thoughtful
anthropic_opus_FB_N5_T00,anthropic,opus,claude-opus-4-7,B,5,0,clean,4,conversational
anthropic_sonnet_FB_N10_T00,anthropic,sonnet,claude-sonnet-4-6,B,10,0,wrapped,0,intelligent
anthropic_sonnet_FB_N10_T00,anthropic,sonnet,claude-sonnet-4-6,B,10,0,wrapped,1,helpful
anthropic_sonnet_FB_N10_T00,anthropic,sonnet,claude-sonnet-4-6,B,10,0,wrapped,2,curious
anthropic_sonnet_FB_N10_T00,anthropic,sonnet,claude-sonnet-4-6,B,10,0,wrapped,3,neutral
anthropic_sonnet_FB_N10_T00,anthropic,sonnet,claude-sonnet-4-6,B,10,0,wrapped,4,knowledgeable
anthropic_sonnet_FB_N10_T00,anthropic,sonnet,claude-sonnet-4-6,B,10,0,wrapped,5,conversational
anthropic_sonnet_FB_N10_T00,anthropic,sonnet,claude-sonnet-4-6,B,10,0,wrapped,6,analytical
anthropic_sonnet_FB_N10_T00,anthropic,sonnet,claude-sonnet-4-6,B,10,0,wrapped,7,reliable
anthropic_sonnet_FB_N10_T00,anthropic,sonnet,claude-sonnet-4-6,B,10,0,wrapped,8,adaptive
anthropic_sonnet_FB_N10_T00,anthropic,sonnet,claude-sonnet-4-6,B,10,0,wrapped,9,artificial
openai_full_FA_N5_T01,openai,full,gpt-5.4-2026-03-05,A,5,1,clean,0,helpful
openai_full_FA_N5_T01,openai,full,gpt-5.4-2026-03-05,A,5,1,clean,1,knowledgeable
openai_full_FA_N5_T01,openai,full,gpt-5.4-2026-03-05,A,5,1,clean,2,concise
openai_full_FA_N5_T01,openai,full,gpt-5.4-2026-03-05,A,5,1,clean,3,adaptable
openai_full_FA_N5_T01,openai,full,gpt-5.4-2026-03-05,A,5,1,clean,4,reliable
openai_nano_FA_N1_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,1,1,clean,0,insightful
openai_mini_FA_N5_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,5,1,clean,0,helpful
openai_mini_FA_N5_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,5,1,clean,1,concise
openai_mini_FA_N5_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,5,1,clean,2,curious
openai_mini_FA_N5_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,5,1,clean,3,adaptive
